id,language,title,abstract,description,first_claim,context,publication_number,country_code,publication_date,source
EP-4633628-A1_en,en,Regimens and compositions useful for alleviating pain,"Provided herein are methods for treating patients, including those in need of analgesic treatment, and reducing abuse potential and reducing, eliminating and/or preventing hot flushing, hyperhidrosis, and/or pruritis side effects of opioids and opioid-like compounds (e.g., analgesics in Class II, III and Class IV) in a treated patient. The method comprises dosing a patient once a day with an immediate release composition comprising cebranopadol in crystal form A and/or in free base form.",,,"Title: Regimens and compositions useful for alleviating pain

Abstract: Provided herein are methods for treating patients, including those in need of analgesic treatment, and reducing abuse potential and reducing, eliminating and/or preventing hot flushing, hyperhidrosis, and/or pruritis side effects of opioids and opioid-like compounds (e.g., analgesics in Class II, III and Class IV) in a treated patient. The method comprises dosing a patient once a day with an immediate release composition comprising cebranopadol in crystal form A and/or in free base form.",EP-4633628-A1,EP,20251022,google_patents
EP-4633628-A1_fr,fr,Régimes et compositions utiles dans le soulagement de la douleur,"L'invention concerne des méthodes de traitement de patients, y compris ceux qui ont besoin d'un traitement analgésique, avec une réduction du potentiel d'abus et une réduction, élimination et/ou prévention des bouffées de chaleur, de l'hyperhidrose et/ou des effets secondaires de prurit causés par les opioïdes et les composés apparentés aux opioïdes (p. ex., les analgésiques des classes II, III et IV) chez un patient traité. La méthode consiste à administrer au patient, une fois par jour, une composition à libération immédiate comprenant du cebranopadol sous forme de cristaux A et/ou sous forme de base libre.",,,"Title: Régimes et compositions utiles dans le soulagement de la douleur

Abstract: L'invention concerne des méthodes de traitement de patients, y compris ceux qui ont besoin d'un traitement analgésique, avec une réduction du potentiel d'abus et une réduction, élimination et/ou prévention des bouffées de chaleur, de l'hyperhidrose et/ou des effets secondaires de prurit causés par les opioïdes et les composés apparentés aux opioïdes (p. ex., les analgésiques des classes II, III et IV) chez un patient traité. La méthode consiste à administrer au patient, une fois par jour, une composition à libération immédiate comprenant du cebranopadol sous forme de cristaux A et/ou sous forme de base libre.",EP-4633628-A1,EP,20251022,google_patents
EP-4633632-A1_en,en,"Dosage regime of orforglipron for treating a subject with type 2 diabetes (t2d), obesity, or overweight with at least one weight related comorbidity","Disclosed herein are methods for treating a subject with T2D, obesity, or overweight with at least one weight related comorbidity using a glucagon-like peptide-1 (GLP-1) receptor non-peptide agonist (NPA) by oral administration. Also disclosed herein are oral escalation doses for treating T2D, obesity, or overweight with at least one weight related comorbidity using the GLP-1 receptor NPA. Also disclosed are pharmaceutical unit dosages suitable for treating T2D, obesity, or overweight with at least one weight related comorbidity. Further disclosed herein are uses of the GLP-1 receptor NPA for the manufacture of a medicament for treating T2D, obesity, or overweight with at least one weight related comorbidity.",,,"Title: Dosage regime of orforglipron for treating a subject with type 2 diabetes (t2d), obesity, or overweight with at least one weight related comorbidity

Abstract: Disclosed herein are methods for treating a subject with T2D, obesity, or overweight with at least one weight related comorbidity using a glucagon-like peptide-1 (GLP-1) receptor non-peptide agonist (NPA) by oral administration. Also disclosed herein are oral escalation doses for treating T2D, obesity, or overweight with at least one weight related comorbidity using the GLP-1 receptor NPA. Also disclosed are pharmaceutical unit dosages suitable for treating T2D, obesity, or overweight with at least one weight related comorbidity. Further disclosed herein are uses of the GLP-1 receptor NPA for the manufacture of a medicament for treating T2D, obesity, or overweight with at least one weight related comorbidity.",EP-4633632-A1,EP,20251022,google_patents
EP-4633632-A1_fr,fr,"Régime posologique d'orforglipron pour traiter un sujet atteint de diabète de type 2 (t2d), d'obésité ou de surpoids avec au moins une comorbidité liée au poids","Sont ici divulguées des méthodes de traitement d'un sujet atteint de T2D, d'obésité ou de surpoids avec au moins une comorbidité liée au poids à l'aide d'un agoniste non peptidique du récepteur du peptide-1 de type glucagon (GLP-1) (NPA) par administration orale. Sont également ici divulguées des doses croissantes par voies orales pour traiter le T2D, l'obésité ou le surpoids avec au moins une comorbidité liée au poids à l'aide du NPA du récepteur GLP-1. Sont également ici divulguées des doses unitaires pharmaceutiques appropriées pour traiter la T2D, l'obésité ou le surpoids avec au moins une comorbidité liée au poids. Sont en outre ici divulguées des utilisations du NPA du récepteur GLP-1 pour la fabrication d'un médicament pour traiter la T2D, l'obésité ou le surpoids avec au moins une comorbidité liée au poids.",,,"Title: Régime posologique d'orforglipron pour traiter un sujet atteint de diabète de type 2 (t2d), d'obésité ou de surpoids avec au moins une comorbidité liée au poids

Abstract: Sont ici divulguées des méthodes de traitement d'un sujet atteint de T2D, d'obésité ou de surpoids avec au moins une comorbidité liée au poids à l'aide d'un agoniste non peptidique du récepteur du peptide-1 de type glucagon (GLP-1) (NPA) par administration orale. Sont également ici divulguées des doses croissantes par voies orales pour traiter le T2D, l'obésité ou le surpoids avec au moins une comorbidité liée au poids à l'aide du NPA du récepteur GLP-1. Sont également ici divulguées des doses unitaires pharmaceutiques appropriées pour traiter la T2D, l'obésité ou le surpoids avec au moins une comorbidité liée au poids. Sont en outre ici divulguées des utilisations du NPA du récepteur GLP-1 pour la fabrication d'un médicament pour traiter la T2D, l'obésité ou le surpoids avec au moins une comorbidité liée au poids.",EP-4633632-A1,EP,20251022,google_patents
EP-4633636-A1_en,en,Purine nucleoside phosphorylase inhibitors for the treatment of metabolic syndrome and associated conditions,PNP inhibitors useful in the treatment of and/or prevention of metabolic syndrome and metabolic syndrome-induced diseases and conditions are provided. PNP inhibitors are also useful in the treatment of and/or prevention of diseases associated with decline of nicotinamide dinucleotide (NAD+). Specific preferred salts for use in these approaches and dosing schedules that avoid immunogenic side effects of these compounds are also disclosed.,,,"Title: Purine nucleoside phosphorylase inhibitors for the treatment of metabolic syndrome and associated conditions

Abstract: PNP inhibitors useful in the treatment of and/or prevention of metabolic syndrome and metabolic syndrome-induced diseases and conditions are provided. PNP inhibitors are also useful in the treatment of and/or prevention of diseases associated with decline of nicotinamide dinucleotide (NAD+). Specific preferred salts for use in these approaches and dosing schedules that avoid immunogenic side effects of these compounds are also disclosed.",EP-4633636-A1,EP,20251022,google_patents
EP-4633636-A1_fr,fr,Inhibiteurs de purine nucléoside phosphorylase pour le traitement du syndrome métabolique et des états associés,L'invention concerne des inhibiteurs de PNP utiles dans le traitement et/ou la prévention du syndrome métabolique et des maladies et états induits par le syndrome métabolique. Les inhibiteurs de PNP sont également utiles dans le traitement et/ou la prévention des maladies associées à la baisse du nicotinamide dinucléotide (NAD +). L'invention concerne également des sels préférés spécifiques destinés à être utilisés dans ces approches et des programmes de dosage qui évitent les effets secondaires immunogènes de ces composés.,,,"Title: Inhibiteurs de purine nucléoside phosphorylase pour le traitement du syndrome métabolique et des états associés

Abstract: L'invention concerne des inhibiteurs de PNP utiles dans le traitement et/ou la prévention du syndrome métabolique et des maladies et états induits par le syndrome métabolique. Les inhibiteurs de PNP sont également utiles dans le traitement et/ou la prévention des maladies associées à la baisse du nicotinamide dinucléotide (NAD +). L'invention concerne également des sels préférés spécifiques destinés à être utilisés dans ces approches et des programmes de dosage qui évitent les effets secondaires immunogènes de ces composés.",EP-4633636-A1,EP,20251022,google_patents
EP-4633638-A1_en,en,Treatment of psychological factors affecting other medical conditions (pfaomc),"The present disclosure provides methods for treating psychological factors affecting other medical conditions (PFAOMC) in a subject by administering a reversible monoamine oxidase inhibitor (RIMA), for example moclobemide, optionally in combination with a second pharmaceutical agent, which may for example be an antihyperglycemic agent, an anti-hypertensive agent, an anti-inflammatory agent, an antioxidant, an anxiolytic agent, or an antidepressant, as well as certain other disclosed pharmaceutical agents. In some aspects, the combinations provide synergistic effects in the treatment of the psychological factor(s) and the medical condition(s). Also disclosed are pharmaceutical compositions and pharmaceutical kits comprising such agents and such combinations, including for use in treating subjects with PFAOMC.",,,"Title: Treatment of psychological factors affecting other medical conditions (pfaomc)

Abstract: The present disclosure provides methods for treating psychological factors affecting other medical conditions (PFAOMC) in a subject by administering a reversible monoamine oxidase inhibitor (RIMA), for example moclobemide, optionally in combination with a second pharmaceutical agent, which may for example be an antihyperglycemic agent, an anti-hypertensive agent, an anti-inflammatory agent, an antioxidant, an anxiolytic agent, or an antidepressant, as well as certain other disclosed pharmaceutical agents. In some aspects, the combinations provide synergistic effects in the treatment of the psychological factor(s) and the medical condition(s). Also disclosed are pharmaceutical compositions and pharmaceutical kits comprising such agents and such combinations, including for use in treating subjects with PFAOMC.",EP-4633638-A1,EP,20251022,google_patents
EP-4633638-A1_fr,fr,Traitement de facteurs psychologiques affectant d'autres problèmes de santé (pfaomc),"La présente divulgation propose des procédés de traitement de facteurs psychologiques affectant d'autres problèmes de santé (PFAOMC) chez un sujet par l'administration d'un inhibiteur réversible de monoamine oxydase (RIMA), par exemple le moclobémide, éventuellement en association avec un second agent pharmaceutique, qui peut par exemple être un agent antihyperglycémique, un agent antihypertenseur, un agent antiinflammatoire, un antioxydant, un agent anxiolytique ou un antidépresseur, ainsi que certains autres agents pharmaceutiques décrits. Selon certains aspects, les combinaisons fournissent des effets synergiques dans le traitement du ou des facteurs psychologiques et du ou des problèmes de santé. Sont également divulgués des compositions pharmaceutiques et des kits pharmaceutiques comprenant de tels agents et de telles combinaisons, y compris pour une utilisation dans le traitement de sujets atteints de PFAOMC.",,,"Title: Traitement de facteurs psychologiques affectant d'autres problèmes de santé (pfaomc)

Abstract: La présente divulgation propose des procédés de traitement de facteurs psychologiques affectant d'autres problèmes de santé (PFAOMC) chez un sujet par l'administration d'un inhibiteur réversible de monoamine oxydase (RIMA), par exemple le moclobémide, éventuellement en association avec un second agent pharmaceutique, qui peut par exemple être un agent antihyperglycémique, un agent antihypertenseur, un agent antiinflammatoire, un antioxydant, un agent anxiolytique ou un antidépresseur, ainsi que certains autres agents pharmaceutiques décrits. Selon certains aspects, les combinaisons fournissent des effets synergiques dans le traitement du ou des facteurs psychologiques et du ou des problèmes de santé. Sont également divulgués des compositions pharmaceutiques et des kits pharmaceutiques comprenant de tels agents et de telles combinaisons, y compris pour une utilisation dans le traitement de sujets atteints de PFAOMC.",EP-4633638-A1,EP,20251022,google_patents
EP-4633639-A1_en,en,Aconitate for the treatment of a viral lung infection,"The present invention relates to aconitate or a pharmaceutically acceptable salt thereof for use in a method of treatment of a viral lung infection and/or of an adverse immune response to a viral lung infection, the method comprising administering to a subject in need thereof an effective amount of aconitate or pharmaceutically acceptable salt thereof, or to a pharmaceutical composition comprising aconitate or a pharmaceutically acceptable salt thereof and a pharmaceutically acceptable support for use in a method as defined above.",,,"Title: Aconitate for the treatment of a viral lung infection

Abstract: The present invention relates to aconitate or a pharmaceutically acceptable salt thereof for use in a method of treatment of a viral lung infection and/or of an adverse immune response to a viral lung infection, the method comprising administering to a subject in need thereof an effective amount of aconitate or pharmaceutically acceptable salt thereof, or to a pharmaceutical composition comprising aconitate or a pharmaceutically acceptable salt thereof and a pharmaceutically acceptable support for use in a method as defined above.",EP-4633639-A1,EP,20251022,google_patents
EP-4633639-A1_fr,fr,Aconitate pour traitement d'une infection pulmonaire virale,"La présente invention concerne de l'aconitate ou un sel pharmaceutiquement acceptable de celui-ci, destiné à être utilisé dans une méthode de traitement d'une infection pulmonaire virale et/ou d'une réponse immunitaire indésirable à une infection pulmonaire virale, la méthode comprenant l'administration à un sujet qui en a besoin d'une quantité efficace d'aconitate ou d'un sel pharmaceutiquement acceptable de celui-ci, ou d'une composition pharmaceutique comprenant l'aconitate ou un sel pharmaceutiquement acceptable de celui-ci et un support pharmaceutiquement acceptable, destiné à être utilisé dans une méthode telle que définie ci-dessus.",,,"Title: Aconitate pour traitement d'une infection pulmonaire virale

Abstract: La présente invention concerne de l'aconitate ou un sel pharmaceutiquement acceptable de celui-ci, destiné à être utilisé dans une méthode de traitement d'une infection pulmonaire virale et/ou d'une réponse immunitaire indésirable à une infection pulmonaire virale, la méthode comprenant l'administration à un sujet qui en a besoin d'une quantité efficace d'aconitate ou d'un sel pharmaceutiquement acceptable de celui-ci, ou d'une composition pharmaceutique comprenant l'aconitate ou un sel pharmaceutiquement acceptable de celui-ci et un support pharmaceutiquement acceptable, destiné à être utilisé dans une méthode telle que définie ci-dessus.",EP-4633639-A1,EP,20251022,google_patents
EP-4633640-A1_en,en,Halogenated salicylanilide derivatives as usp8 inhibitors for therapeutic uses,"The invention relates to compounds of general formula (I): for use for treating an adrenocorticotropin hormone (ACTH)-dependent Cushing's syndrome, wherein R 1 is H or a -C(O)-R 9 , wherein R 9 is a C 1 -C 3 linear or branched, saturated or unsaturated, alkyl group; R 2 is H or a halogen; R 3 is a halogen; R 4 and R 8 are, independently, H or a halogen, R 5 is H, a C 1 -C 3 , linear or branched, saturated or unsaturated, alkyl group, OH, or a halogen; R 6 is H, a halogen, or -C(O)-Ar, wherein Ar is a C 6 -C 10 aryl group, Ar being optionally substituted with a C 1 -C 3 linear or branched, saturated or unsaturated, alkyl group; R 7 is H, a halogen, a C 1 -C 3 , linear or branched, saturated or unsaturated, alkyl group, -NO 2 , or -B-Ar, wherein B is O or -C(CN)-, and Ar is a C 6 -C 10 aryl group, Ar being optionally substituted with a halogen, wherein if R 2 is H, then at least one of R 5 , R 6 , R 7 and R 8 is not H,or one of its pharmaceutically acceptable salts.",,,"Title: Halogenated salicylanilide derivatives as usp8 inhibitors for therapeutic uses

Abstract: The invention relates to compounds of general formula (I): for use for treating an adrenocorticotropin hormone (ACTH)-dependent Cushing's syndrome, wherein R 1 is H or a -C(O)-R 9 , wherein R 9 is a C 1 -C 3 linear or branched, saturated or unsaturated, alkyl group; R 2 is H or a halogen; R 3 is a halogen; R 4 and R 8 are, independently, H or a halogen, R 5 is H, a C 1 -C 3 , linear or branched, saturated or unsaturated, alkyl group, OH, or a halogen; R 6 is H, a halogen, or -C(O)-Ar, wherein Ar is a C 6 -C 10 aryl group, Ar being optionally substituted with a C 1 -C 3 linear or branched, saturated or unsaturated, alkyl group; R 7 is H, a halogen, a C 1 -C 3 , linear or branched, saturated or unsaturated, alkyl group, -NO 2 , or -B-Ar, wherein B is O or -C(CN)-, and Ar is a C 6 -C 10 aryl group, Ar being optionally substituted with a halogen, wherein if R 2 is H, then at least one of R 5 , R 6 , R 7 and R 8 is not H,or one of its pharmaceutically acceptable salts.",EP-4633640-A1,EP,20251022,google_patents
EP-4633640-A1_fr,fr,Dérivés halogénés de salicylanilide utilisés en tant qu'inhibiteurs de usp8 à des fins thérapeutiques,"L'invention concerne des composés de formule générale (I) : destinés à être utilisés pour traiter un syndrome de Cushing dépendant de l'hormone adrénocorticotrophine (ACTH), où R 1 est H ou -C(O)-R 9 , où R 9 est un groupe alkyle en C 1 -C 3 linéaire ou ramifié, saturé ou insaturé ; R 2 est H ou un halogène ; R 3 est un halogène ; R 4 et R 8 sont, indépendamment, H ou un halogène, R 5 est H, un groupe alkyle en C 1 -C 3 linéaire ou ramifié, saturé ou insaturé, OH ou un halogène ; R 6 est H, un halogène ou -C(O)-Ar, où Ar est un groupe aryle en C 6 -C 10 , Ar étant éventuellement substitué par un groupe alkyle en C 1 -C 3 linéaire ou ramifié, saturé ou insaturé ; R 7 est H, un halogène, un groupe alkyle en C 1 -C 3 linéaire ou ramifié, saturé ou insaturé, -NO 2 , ou -B-Ar, où B est O ou -C(CN)-, et Ar est un groupe aryle C 6 -C 10 , Ar étant éventuellement substitué par un halogène, et si R 2 est H, au moins l'un parmi R 5 , R 6 , R 7 et R 8 n'est pas H ; ou l'un de leurs sels pharmaceutiquement acceptables.",,,"Title: Dérivés halogénés de salicylanilide utilisés en tant qu'inhibiteurs de usp8 à des fins thérapeutiques

Abstract: L'invention concerne des composés de formule générale (I) : destinés à être utilisés pour traiter un syndrome de Cushing dépendant de l'hormone adrénocorticotrophine (ACTH), où R 1 est H ou -C(O)-R 9 , où R 9 est un groupe alkyle en C 1 -C 3 linéaire ou ramifié, saturé ou insaturé ; R 2 est H ou un halogène ; R 3 est un halogène ; R 4 et R 8 sont, indépendamment, H ou un halogène, R 5 est H, un groupe alkyle en C 1 -C 3 linéaire ou ramifié, saturé ou insaturé, OH ou un halogène ; R 6 est H, un halogène ou -C(O)-Ar, où Ar est un groupe aryle en C 6 -C 10 , Ar étant éventuellement substitué par un groupe alkyle en C 1 -C 3 linéaire ou ramifié, saturé ou insaturé ; R 7 est H, un halogène, un groupe alkyle en C 1 -C 3 linéaire ou ramifié, saturé ou insaturé, -NO 2 , ou -B-Ar, où B est O ou -C(CN)-, et Ar est un groupe aryle C 6 -C 10 , Ar étant éventuellement substitué par un halogène, et si R 2 est H, au moins l'un parmi R 5 , R 6 , R 7 et R 8 n'est pas H ; ou l'un de leurs sels pharmaceutiquement acceptables.",EP-4633640-A1,EP,20251022,google_patents
EP-4633641-A1_en,en,Pharmaceutical formulation,"A pharmaceutical formulation for topical dental administration or medical (e.g., implant) treatment, including effective amounts of: at least one antimicrobial compound; at least one peroxide source compound; and at least one gel agent. Also disclosed are methods of oral anatomy treatment. The pharmaceutical formulation and treatment methods provide the patient with oral anatomy benefits including, for example, decreased or arrested gum recession; decreased or arrested bone recession; decreased or arrested bone mass loss; decreased or eliminated pain; decreased or eliminated bleeding; decreased or eliminated swelling; enhanced regeneration of bone; enhanced soft tissue repair; or a combination thereof.",,,"Title: Pharmaceutical formulation

Abstract: A pharmaceutical formulation for topical dental administration or medical (e.g., implant) treatment, including effective amounts of: at least one antimicrobial compound; at least one peroxide source compound; and at least one gel agent. Also disclosed are methods of oral anatomy treatment. The pharmaceutical formulation and treatment methods provide the patient with oral anatomy benefits including, for example, decreased or arrested gum recession; decreased or arrested bone recession; decreased or arrested bone mass loss; decreased or eliminated pain; decreased or eliminated bleeding; decreased or eliminated swelling; enhanced regeneration of bone; enhanced soft tissue repair; or a combination thereof.",EP-4633641-A1,EP,20251022,google_patents
EP-4633641-A1_fr,fr,Formulation pharmaceutique,"L'invention concerne une formulation pharmaceutique pour une administration dentaire topique ou un traitement médical (par exemple, un implant), comprenant des quantités efficaces de : au moins un composé antimicrobien; au moins un composé source de peroxyde; et au moins un agent de gel. L'invention concerne également des procédés de traitement de l'anatomie buccale. La formulation pharmaceutique et les procédés de traitement fournissent au patient des avantages à l'anatomie buccale comprenant, par exemple, une récession de gencive réduite ou arrêtée; une récession osseuse réduite ou arrêtée; une perte de masse osseuse réduite ou arrêtée; une douleur réduite ou éliminée; un saignement réduit ou éliminé; un gonflement réduit ou éliminé; une régénération améliorée de l'os; une réparation de tissu mou améliorée; ou une combinaison de ceux-ci.",,,"Title: Formulation pharmaceutique

Abstract: L'invention concerne une formulation pharmaceutique pour une administration dentaire topique ou un traitement médical (par exemple, un implant), comprenant des quantités efficaces de : au moins un composé antimicrobien; au moins un composé source de peroxyde; et au moins un agent de gel. L'invention concerne également des procédés de traitement de l'anatomie buccale. La formulation pharmaceutique et les procédés de traitement fournissent au patient des avantages à l'anatomie buccale comprenant, par exemple, une récession de gencive réduite ou arrêtée; une récession osseuse réduite ou arrêtée; une perte de masse osseuse réduite ou arrêtée; une douleur réduite ou éliminée; un saignement réduit ou éliminé; un gonflement réduit ou éliminé; une régénération améliorée de l'os; une réparation de tissu mou améliorée; ou une combinaison de ceux-ci.",EP-4633641-A1,EP,20251022,google_patents
EP-4633642-A1_en,en,Nutraceutical or pharmaceutical composition comprising an extract of pelargonium sidoides,"This invention concerns a composition of substances effective in the prevention and/or treatment of infectious diseases in the dermatological, gynecological, urological, respiratory fields. The composition of the invention includes an extract of Pelargoniuum sidoides, phosphatidylserine, phosphatidylcholine and starch. This formulation gives the composition properties of gastro-resistance, increased permeability across membranes, controlled release and a high bioavailability of Pelargonium sidoides extract. The composition of the invention is prepared in solid, semi-solid or liquid pharmaceutical dosage form, preferably by oral administration.",,,"Title: Nutraceutical or pharmaceutical composition comprising an extract of pelargonium sidoides

Abstract: This invention concerns a composition of substances effective in the prevention and/or treatment of infectious diseases in the dermatological, gynecological, urological, respiratory fields. The composition of the invention includes an extract of Pelargoniuum sidoides, phosphatidylserine, phosphatidylcholine and starch. This formulation gives the composition properties of gastro-resistance, increased permeability across membranes, controlled release and a high bioavailability of Pelargonium sidoides extract. The composition of the invention is prepared in solid, semi-solid or liquid pharmaceutical dosage form, preferably by oral administration.",EP-4633642-A1,EP,20251022,google_patents
EP-4633642-A1_fr,fr,Composition nutraceutique ou pharmaceutique contenant un extrait de pelargonium sidoides,"Cette invention concerne une composition de substances efficaces dans la prévention et/ou le traitement de maladies infectieuses dans les domaines dermatologique, gynécologique, urologique et respiratoire. La composition de l'invention comprend un extrait de Pelargoniuum sidoides, de la phosphatidylsérine, de la phosphatidylcholine et de l'amidon. Cette formulation confère à la composition des propriétés de gastrorésistance, de perméabilité accrue à travers les membranes, de libération contrôlée et de biodisponibilité élevée de l'extrait de Pelargonium sidoides. La composition de l'invention est préparée sous une forme pharmaceutique solide, semi-solide ou liquide, et est administrée préférentiellement par voie orale.",,,"Title: Composition nutraceutique ou pharmaceutique contenant un extrait de pelargonium sidoides

Abstract: Cette invention concerne une composition de substances efficaces dans la prévention et/ou le traitement de maladies infectieuses dans les domaines dermatologique, gynécologique, urologique et respiratoire. La composition de l'invention comprend un extrait de Pelargoniuum sidoides, de la phosphatidylsérine, de la phosphatidylcholine et de l'amidon. Cette formulation confère à la composition des propriétés de gastrorésistance, de perméabilité accrue à travers les membranes, de libération contrôlée et de biodisponibilité élevée de l'extrait de Pelargonium sidoides. La composition de l'invention est préparée sous une forme pharmaceutique solide, semi-solide ou liquide, et est administrée préférentiellement par voie orale.",EP-4633642-A1,EP,20251022,google_patents
EP-4633643-A1_en,en,Use of boron for the treatment of leishmaniasis disease of neuronal origin,"The present invention relates to the use of boron derivatives as therapeutics in neuroinflammation caused by Leishmania parasites. The objective of the invention is to reduce cell viability on astrocytes infected with Leishmania infantum promastigotes and to use sodium perborate tetrahydrate (SPT), a boron derivative, as therapeutics against neuronal Leishmaniasis because it does not show any toxic effect on healthy cells. The experimental results demonstrates that SPT treatment causes a significant activity (reduction) on infection rate of C8-S astrocyte cells infected with L. infantum parasites by reducing the cellular toxicity on astrocytes and that oxidative stress on infected astrocytes is significantly reduced by inducing GSH. Thus, considering the treatment method developed, the success achieved in the use of SPT as therapeutics against neuronal Leishmaniasis lays the groundwork for treatments of other infectious neurodegenerative diseases and enables the design and development of novel preventive and therapeutic methods. It is believed that it lays the groundwork for the molecules that can be an alternative to conventional drug therapies, which are applied in the treatment of Leishmaniasis and neurodegenerative diseases and have difficult patient compliance due to side effects.",,,"Title: Use of boron for the treatment of leishmaniasis disease of neuronal origin

Abstract: The present invention relates to the use of boron derivatives as therapeutics in neuroinflammation caused by Leishmania parasites. The objective of the invention is to reduce cell viability on astrocytes infected with Leishmania infantum promastigotes and to use sodium perborate tetrahydrate (SPT), a boron derivative, as therapeutics against neuronal Leishmaniasis because it does not show any toxic effect on healthy cells. The experimental results demonstrates that SPT treatment causes a significant activity (reduction) on infection rate of C8-S astrocyte cells infected with L. infantum parasites by reducing the cellular toxicity on astrocytes and that oxidative stress on infected astrocytes is significantly reduced by inducing GSH. Thus, considering the treatment method developed, the success achieved in the use of SPT as therapeutics against neuronal Leishmaniasis lays the groundwork for treatments of other infectious neurodegenerative diseases and enables the design and development of novel preventive and therapeutic methods. It is believed that it lays the groundwork for the molecules that can be an alternative to conventional drug therapies, which are applied in the treatment of Leishmaniasis and neurodegenerative diseases and have difficult patient compliance due to side effects.",EP-4633643-A1,EP,20251022,google_patents
EP-4633643-A1_fr,fr,Utilisation du bore pour le traitement de la leishmaniose d'origine neuronale,"La présente invention concerne l'utilisation de dérivés du bore en tant qu'agents thérapeutiques lors d'une neuro-inflammation provoquée par des parasites Leishmania. L'objectif de l'invention est de réduire la viabilité cellulaire sur les astrocytes infectés par des promastigotes de Leishmania infantum et d'utiliser le perborate de sodium tétrahydraté (SPT), un dérivé du bore, en tant qu'agent thérapeutique contre la leishmaniose neuronale étant donné qu'il ne présente aucun effet toxique sur les cellules saines. Les résultats expérimentaux démontrent que le traitement par SPT provoque une activité significative (réduction) sur le taux d'infection de cellules astrocytaires C8-S infectées par des parasites L. infantum par réduction de la toxicité cellulaire sur les astrocytes et que le stress oxydatif sur les astrocytes infectés est considérablement réduit par induction de GSH. Ainsi, compte tenu du procédé de traitement développé, le succès obtenu dans l'utilisation de SPT en tant qu'agent thérapeutique contre la leishmaniose neuronale jette les bases de traitements d'autres maladies neurodégénératives infectieuses et permet la conception et le développement de nouveaux procédés préventifs et thérapeutiques. Il semblerait qu'il jette les bases de molécules qui peuvent être une alternative aux thérapies médicamenteuses classiques, qui sont appliquées dans le traitement de la leishmaniose et des maladies neurodégénératives, et qui présentent une observance difficile pour le patient en raison d'effets secondaires.",,,"Title: Utilisation du bore pour le traitement de la leishmaniose d'origine neuronale

Abstract: La présente invention concerne l'utilisation de dérivés du bore en tant qu'agents thérapeutiques lors d'une neuro-inflammation provoquée par des parasites Leishmania. L'objectif de l'invention est de réduire la viabilité cellulaire sur les astrocytes infectés par des promastigotes de Leishmania infantum et d'utiliser le perborate de sodium tétrahydraté (SPT), un dérivé du bore, en tant qu'agent thérapeutique contre la leishmaniose neuronale étant donné qu'il ne présente aucun effet toxique sur les cellules saines. Les résultats expérimentaux démontrent que le traitement par SPT provoque une activité significative (réduction) sur le taux d'infection de cellules astrocytaires C8-S infectées par des parasites L. infantum par réduction de la toxicité cellulaire sur les astrocytes et que le stress oxydatif sur les astrocytes infectés est considérablement réduit par induction de GSH. Ainsi, compte tenu du procédé de traitement développé, le succès obtenu dans l'utilisation de SPT en tant qu'agent thérapeutique contre la leishmaniose neuronale jette les bases de traitements d'autres maladies neurodégénératives infectieuses et permet la conception et le développement de nouveaux procédés préventifs et thérapeutiques. Il semblerait qu'il jette les bases de molécules qui peuvent être une alternative aux thérapies médicamenteuses classiques, qui sont appliquées dans le traitement de la leishmaniose et des maladies neurodégénératives, et qui présentent une observance difficile pour le patient en raison d'effets secondaires.",EP-4633643-A1,EP,20251022,google_patents
EP-4633644-A1_en,en,Solid dosage form of a small molecule antiviral and uses thereof,"The present disclosure relates to oral dosage forms of pharmaceutical formulations that comprise an antiviral nucleoside, one or more compression aids, one or more glidants, and one or more lubricants, and one or more disintegrants, wherein the oral dosage form is a pellet having a diameter of less than or equal to 4.0mm.",,,"Title: Solid dosage form of a small molecule antiviral and uses thereof

Abstract: The present disclosure relates to oral dosage forms of pharmaceutical formulations that comprise an antiviral nucleoside, one or more compression aids, one or more glidants, and one or more lubricants, and one or more disintegrants, wherein the oral dosage form is a pellet having a diameter of less than or equal to 4.0mm.",EP-4633644-A1,EP,20251022,google_patents
EP-4633644-A1_fr,fr,Forme posologique solide d'un antiviral à petites molécules et ses utilisations,"La présente invention concerne des formes posologiques orales de formulations pharmaceutiques qui comprennent un nucléoside antiviral, un ou plusieurs auxiliaires de compression, un ou plusieurs agents de glissement, et un ou plusieurs lubrifiants, et un ou plusieurs désintégrants, la forme posologique orale étant un comprimé ayant un diamètre inférieur ou égal à 4,0 mm.",,,"Title: Forme posologique solide d'un antiviral à petites molécules et ses utilisations

Abstract: La présente invention concerne des formes posologiques orales de formulations pharmaceutiques qui comprennent un nucléoside antiviral, un ou plusieurs auxiliaires de compression, un ou plusieurs agents de glissement, et un ou plusieurs lubrifiants, et un ou plusieurs désintégrants, la forme posologique orale étant un comprimé ayant un diamètre inférieur ou égal à 4,0 mm.",EP-4633644-A1,EP,20251022,google_patents
